placeId;name;rating;review;category;description;city;address;postalCode;imageUrl;url;latitude;longitude;phone;openingHours/0/day;openingHours/0/hours;openingHours/1/day;openingHours/1/hours;openingHours/2/day;openingHours/2/hours;openingHours/3/day;openingHours/3/hours;openingHours/4/day;openingHours/4/hours;openingHours/5/day;openingHours/5/hours;openingHours/6/day;openingHours/6/hours
157;Pantai Pasir Panjang;4,5;356;Wisata Alam;Berada di satu lokasi dengan Pantai Ngliyep, berpasir putih, memiliki sungai kecil yang bersih sehingga aman bagi anak-anak untuk bermain air sambil menikmati pemandangan pantai yang indah.;Kabupaten Malang;JC9C+G55, Hutan, Kedungsalam, Kec. Donomulyo, Kabupaten Malang, Jawa Timur 65167;65167;https://lh5.googleusercontent.com/p/AF1QipOYKcNgsDWN_jbVmHwDiEJSgvZPdXYDDsQ0VdLZ=w408-h306-k-no;https://www.google.com/maps/place/Pantai+Pasir+Panjang+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%AE%EA%A6%BC%EA%A6%9E%EA%A6%B6%EA%A6%A2%EA%A6%AE/@-8.3795547,112.415509,16.5z/data=!4m10!1m2!2m1!1spantai!3m6!1s0x2e78b02ce0952f11:0xdbe914b3d6c27c16!8m2!3d-8.3812357!4d112.4204755!15sCgZwYW50YWmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11cn0qgd8r?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3795547;112,415509;;;;;;;;;;;;;;;
158;Pantai Ngliyep Malang;4,5;4733;Wisata Alam;Tempat yang sangat cantik untuk mengambil foto yang mengagumkan. Sangat merekomendasikan tempat ini jika Anda menyukai pantai, ombak besar yang menghantam, dan juga pulau-pulau kecil Rocky yang terisolasi. Menghasilkan foto yang hebat.;Kabupaten Malang;Desa, Hutan, Kedungsalam, Kec. Donomulyo, Kabupaten Malang, Jawa Timur 65167;65167;https://lh5.googleusercontent.com/p/AF1QipNdDaSyfCN8q1s_PzPaTdDM7ZfIk4zVPF8UAh8t=w426-h240-k-no;https://www.google.com/maps/place/Pantai+Ngliyep+Malang/@-8.3823276,112.4201064,17.25z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78affaaaaaaaab:0x18eafdd0d21b044e!8m2!3d-8.3835873!4d112.4242054!16s%2Fg%2F11bbqy13dc?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3823276;112,4201064;;;;;;;;;;;;;;;
159;Pantai Teluk Putri;4,7;92;Wisata Alam;Permata tersembunyi di pantai ngliyep. Anda harus mendaki bukit dan jalan menurunnya cukup curam. Pantainya tidak terlalu lebar. Waspadalah saat ombak besar datang.;Kabupaten Malang;JC8F+2JJ, Hutan, Kedungsalam, Kec. Donomulyo, Kabupaten Malang, Jawa Timur 65167;65167;https://lh5.googleusercontent.com/p/AF1QipN6_ZKxc5D2rl1kNflZz8SATmw-jshOw3ntTJFA=w408-h248-k-no;https://www.google.com/maps/place/Pantai+Teluk+Putri/@-8.3849003,112.4219561,18z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78b1d48817b259:0x62f8751fa4e448ed!8m2!3d-8.3849004!4d112.4240159!16s%2Fg%2F11cn7dr100?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3849003;112,4219561;;;;;;;;;;;;;;;
160;Pantai Goa Pathuk ilang;4,5;55;Wisata Alam;Salah satu pantai favorit di Malang. Tempatnya masih bersih, tenang, dan masih bisa diakses dengan kendaraan. Ada pulau kecil di sebelahnya, kalau ke atas sana pemandangannya bagus banget. Dekat juga dengan pantai Ngliyep.;Kabupaten Malang;JC7G+R5V, Hutan, Kedungsalam, Kec. Donomulyo, Kabupaten Malang, Jawa Timur 65167;65167;https://lh5.googleusercontent.com/p/AF1QipMazbhWGNtADWPXV-8IiLhlJiaDb45XYN8eYG-o=w408-h306-k-no;https://www.google.com/maps/place/Pantai+Goa+Pathuk+ilang+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%92%EA%A6%B8%EA%A6%AE%EA%A6%A5%EA%A6%A1%EA%A6%B8%EA%A6%8F%EA%A7%80%EA%A6%85%EA%A6%AD%EA%A6%81/@-8.384635,112.4224925,18z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78b1d450786a67:0xb58ff38d129a7a9a!8m2!3d-8.385381!4d112.4254267!16s%2Fg%2F11cn5pfk0l?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,384635;112,4224925;;;;;;;;;;;;;;;
161;Pantai Teluk Asmara;4,5;7957;Wisata Alam;Pantai yang bagus, bersih, ombaknya agak kasar tapi itu membuatnya menyenangkan. Ombak besar di kejauhan, ombak memecah karang dan ombak yang lebih aman datang ke pantai. Pemandangan yang menakjubkan dari anjungan pandang jika Anda dapat menemukannya, dapat berpetualang. Beberapa gua juga.;Kabupaten Malang;Tambak, Sitiarjo, Sumbermanjing Wetan, Malang Regency, East Java 65176;65176;https://lh5.googleusercontent.com/p/AF1QipPNifLBJtB4tGCBtEq6rwdcUDhkeblnnAM3TZqG=w408-h306-k-no;https://www.google.com/maps/place/Teluk+Asmara+Beach/@-8.378553,112.5803276,12z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2dd601b40a1c6d45:0x33697e2746fd1876!8m2!3d-8.4429424!4d112.6654655!16s%2Fg%2F11fy2vlq51?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,378553;112,5803276;;;;;;;;;;;;;;;
162;Pantai Sendiki;4,6;3614;Wisata Alam;Salah satu pantai dengan pemandangan indah di Malang Selatan. Ada papan petunjuk besar di jalan utama yang memberi tahu lokasi pantai.;Kabupaten Malang;Area Sawah/Kebun, Tambakrejo, Sumbermanjing Wetan, Malang Regency, East Java 65148;65148;https://lh5.googleusercontent.com/p/AF1QipPpc8a4NMG1E6ICppBeOFkiqzl3Ma_9L8v69C27=w427-h240-k-no;https://www.google.com/maps/place/Pantai+Sendiki/@-8.378553,112.5803276,12z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2dd606b06b49208d:0x6d83928eba11aac2!8m2!3d-8.4168131!4d112.7259382!16s%2Fg%2F11c2nt044_?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,378553;112,5803276;;;;;;;;;;;;;;;
163;Pantai Perawan Sidoasri;4,4;241;Wisata Alam;Bersih, sejuk, anginnya sejuk... masih jarang dijamah manusia. Es dengan 5 ribu. Ombaknya mematikan, hati-hati.;Kabupaten Malang;Gunung, Sidoasri, Sumbermanjing Wetan, Malang Regency, East Java 65176;65176;https://lh5.googleusercontent.com/p/AF1QipPgUbMde8Q47yaaCzixiqdTBKr__MisuWALKJwH=w426-h240-k-no;https://www.google.com/maps/place/Pantai+Perawan+Sidoasri/@-8.378553,112.5803276,12z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2dd605c8e90e7c77:0xeb30b9c34fc3f9c!8m2!3d-8.3860728!4d112.773353!16s%2Fg%2F11cnd47tm6?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,378553;112,5803276;;;;;;;;;;;;;;;
164;Pantai Batu Bengkung;4,7;2167;Wisata Alam;Pantai ini benar-benar memiliki pemandangan yang luar biasa dan memiliki banyak tempat yang instagramable di sana. Jika Anda lupa membawa tikar untuk menikmati pemandangan, jangan khawatir. Anda dapat menyewanya dari toko terdekat.;Kabupaten Malang;Hutan, Gajahrejo, Gedangan, Malang Regency, East Java 65178;65178;https://lh5.googleusercontent.com/p/AF1QipOW6gprEHYtxxkjAPKexdA6Wgvo4BDbCOw3QLPA=w408-h306-k-no;https://www.google.com/maps/place/Pantai+Batu+Bengkung/@-8.4301776,112.4833488,12z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2dd60351965c9241:0x635e1d765e6cfbaa!8m2!3d-8.4301875!4d112.6151875!16s%2Fg%2F11gl3r5233?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,4301776;112,4833488;;;;;;;;;;;;;;;
165;Pantai Banyu Meneng;4,6;2040;Wisata Alam;Jika Anda mencari pantai yang ramah bagi anak-anak untuk berenang dan bermain-main, maka pantai ini cocok untuk Anda.;Kabupaten Malang;Kandangmerak, Sumberbening, Bantur, Malang Regency, East Java 65179;65179;https://lh5.googleusercontent.com/p/AF1QipN2a7y4hXkaWSYrUfXLbUhknSa9xH97aD2Z_WJM=w408-h306-k-no;https://www.google.com/maps/place/Pantai+Banyu+Meneng/@-8.3963422,112.3832059,12z/data=!4m10!1m2!2m1!1spantai!3m6!1s0x2e78aec8363b2453:0x9659fddc3561977b!8m2!3d-8.3963397!4d112.5150428!15sCgZwYW50YWmSAQViZWFjaOABAA!16s%2Fg%2F11cl_k3rb9?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3963422;112,3832059;;;;;;;;;;;;;;;
166;Pantai Wonogoro;4,6;393;Wisata Alam;Pantai terpencil yang indah di teluk dengan sungai yang mengalir ke laut di salah satu ujung pantai. Agak lebih aman untuk berenang dibandingkan beberapa pantai lain di dekatnya meskipun arus sungainya cukup deras.;Kabupaten Malang;HHV8+QFJ, Purboyo, Sumberbening, Kec. Bantur, Kabupaten Malang, Jawa Timur 65179;65179;https://lh5.googleusercontent.com/p/AF1QipOUdv5B_6B3vfNPP3tOVyLe_w5MHYDdl7lcc8Us=w408-h306-k-no;https://www.google.com/maps/place/Pantai+Wonogoro/@-8.3988734,112.5524227,14.25z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78a63fffffffff:0xce9207c736fa4152!8m2!3d-8.4055308!4d112.5661405!16s%2Fg%2F1q6121xwq?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3988734;112,5524227;;;;;;;;;;;;;;;
167;Pantai Ngudel;4,7;1336;Wisata Alam;Pantainya bersih, area parkirnya luas. Kami datang di akhir pekan, jadi ramai tapi tidak terlalu ramai. Tetap menyenangkan.;Kabupaten Malang;Area Gn., Sidurejo, Gedangan, Malang Regency, East Java 65147;65147;https://lh5.googleusercontent.com/p/AF1QipOhMQ2cNDAEwNP8CjeG389OyKa5_DDfSH_BKkbO=w408-h543-k-no;https://www.google.com/maps/place/Pantai+Ngudel/@-8.4188651,112.5561758,14.25z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78ab773edefb5f:0x52882c34777d7729!8m2!3d-8.416189!4d112.5851449!16s%2Fg%2F11sq935h4n?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,4188651;112,5561758;;;;;;;;;;;;;;;
168;Pantai Ngopet;4,5;278;Wisata Alam;Pemandangannya bagus, bersih, belum terlalu ramai pengunjung akhir-akhir ini. Namun ombaknya besar, jadi berbahaya untuk berenang.;Kabupaten Malang;Hutan, Gajahrejo, Gedangan, Malang Regency, East Java 65178;65178;https://lh5.googleusercontent.com/p/AF1QipNtvPFM-b54aFXKtGFJBN7224haM83FaaXdAalq=w408-h306-k-no;https://www.google.com/maps/place/Pantai+Ngopet/@-8.4239637,112.5966924,15z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78aa094789f5d9:0x3263703698e1d6d8!8m2!3d-8.4260767!4d112.6147673!16s%2Fg%2F11cjhzkwfz?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,4239637;112,5966924;;;;;;;;;;;;;;;
169;Pantai Watu Lepek;4,7;275;Wisata Alam;Tempat yang indah, tempatnya tersembunyi, butuh usaha untuk mencapainya, tapi begitu kamu menemukannya, kamu akan merasa segar kembali;Kabupaten Malang;HJ98+2M8, Hutan, Gajahrejo, Gedangan, Kabupaten Malang, Jawa Timur 65178;65178;https://lh5.googleusercontent.com/p/AF1QipNlo59HyEXkjidWh8iD3iNK9DSEJrBlKRDxutXK=w426-h240-k-no;https://www.google.com/maps/place/Pantai+Watu+Lepek/@-8.4291004,112.6003831,15z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78aa74d736763d:0x1a9dd3657680e888!8m2!3d-8.4324654!4d112.6167009!16s%2Fg%2F11cn0n8rm4?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,4291004;112,6003831;;;;;;;;;;;;;;;
170;Pantai Parang Dowo;4,5;1035;Wisata Alam;Pantai yang sangat bagus untuk dikunjungi. Air lautnya sangat jernih dengan pasir putih. Ada terumbu karang besar yang seperti pembatas antara pantai dan laut.;Kabupaten Malang;Hutan, Gajahrejo, Gedangan, Malang Regency, East Java 65178;65178;https://lh5.googleusercontent.com/p/AF1QipMcQ7RT8ULOCEp_62ZtdmvnfcPVOWAiSwpcuDRW=w408-h306-k-no;https://www.google.com/maps/place/Pantai+Parang+Dowo/@-8.4291004,112.6003831,15z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2dd601e131409ec5:0xaebb60b94e96ddb6!8m2!3d-8.4283824!4d112.62536!16s%2Fg%2F11cjj8l0zl?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,4291004;112,6003831;;;;;;;;;;;;;;;
171;Candi Sumberawan;4,5;1327;Wisata Sejarah;Candi Sumberawan, hutan pinus dan taman yang sejuk dan tenang, cocok untuk berkemah, perjalanan keagamaan atau sekadar berjalan-jalan dan piknik. Tidak terlalu jauh dari jalan utama Singosari, dan mudah ditemukan meskipun jalannya agak sempit.;Kabupaten Malang;4JVV+JWX, Sumberawan, Toyomarto, Singosari, Bodean Krajan, Toyomarto, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153;65153;https://lh5.googleusercontent.com/p/AF1QipOPkuWKy-8g1CWShGuW3L7SEIp-QrZAtb_6Wztj=w408-h550-k-no;https://www.google.com/maps/place/Sumberawan+Temple/@-7.8263098,112.4612689,12z/data=!4m11!1m2!2m1!1swisata+religi+malang!3m7!1s0x2dd62aceaaaaaaab:0x248a8328b0f1bb3d!8m2!3d-7.8553802!4d112.6447984!9m1!1b1!16s%2Fg%2F121l0tj8?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8263098;112,4612689;;;;;;;;;;;;;;;
172;Malang Skyland;4,1;2017;Wisata Rekreasi;Tempat wisata baru yang kreatif dengan spot foto dan lokasi yang bagus untuk melihat kota Malang di sore dan malam hari, sangat bagus untuk keluarga untuk bersantai;Kabupaten Malang;4HJG+FPP, Leban, Tawangargo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152;65152;https://lh5.googleusercontent.com/p/AF1QipP9nIY8t4CISzx64i9vcSTQqrdcgIyEcctf26y8=w408-h306-k-no;https://www.google.com/maps/place/Malang+Skyland/@-7.8405948,112.4142337,12z/data=!4m9!1m2!2m1!1swisata+religi+malang!3m5!1s0x2e7881a1597ef4c7:0x33b0ec5a011065de!8m2!3d-7.8666653!4d112.5766022!16s%2Fg%2F11s7dv_0yy?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8405948;112,4142337;;;;;;;;;;;;;;;
173;Keraton Gunung Kawi;4,4;1274;Wisata Religi (Tempat Ibadah);Nikmati perjalanan menuju ke sana melalui jalan berliku dengan hutan pinus. Staf tiketnya ramah. Daerah ini memiliki tatanan mistis yang kuat dengan multibudaya dan kepercayaan yang mapan.;Kabupaten Malang;Area Gn. Pitrang, Balesari, Ngajum, Malang Regency, East Java 65164;65164;https://lh5.googleusercontent.com/p/AF1QipNS7L1jaKrRledAvHBZMQQty888g-pXuRm1Yng2=w533-h240-k-no;https://www.google.com/maps/place/Keraton+Gunung+Kawi/@-7.9209066,112.3861653,11.25z/data=!4m10!1m2!2m1!1swisata+religi+malang!3m6!1s0x2e7884d05710201b:0x65fbb1f8c7e24cf2!8m2!3d-8.0027708!4d112.4860023!15sChR3aXNhdGEgcmVsaWdpIG1hbGFuZ1oWIhR3aXNhdGEgcmVsaWdpIG1hbGFuZ5IBBHBhcmuaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTTJNR050UlZobkVBReABAPoBBAgAED8!16s%2Fg%2F1hm379zxg?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9209066;112,3861653;;;;;;;;;;;;;;;
174;Masjid Tiban;4,6;8886;Wisata Religi (Tempat Ibadah);Arsitektur, desain interior, dan dekorasinya sangat menarik dan unik. Tidak perlu membayar tiket masuk. Siapa pun bisa datang dan masuk ke masjid ini dengan bebas.;Kabupaten Malang;Jl. KH. Wachid Hasyim Jl. Anggur No.17, Sananrejo, Kec. Turen, Kabupaten Malang, Jawa Timur 65175;65175;https://lh5.googleusercontent.com/p/AF1QipMnbjytN9UT3b7c1FcJyX3GScY-nmgAShA0Z8Ye=w408-h306-k-no;https://www.google.com/maps/place/Masjid+Tiban/@-8.0146857,112.548414,11.25z/data=!4m10!1m2!2m1!1swisata+religi+malang!3m6!1s0x2dd621f7ec3665e3:0x7b75ae40a90161e6!8m2!3d-8.1508285!4d112.7131124!15sChR3aXNhdGEgcmVsaWdpIG1hbGFuZ1oWIhR3aXNhdGEgcmVsaWdpIG1hbGFuZ5IBBm1vc3F1ZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOMGRVeElVSEJCUlJBQuABAPoBBQjFAhA3!16s%2Fg%2F11c2nhj73m?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,0146857;112,548414;;;;;;;;;;;;;;;
175;Masjid Agung An Nur;4,8;1647;Wisata Religi (Tempat Ibadah);Masjidnya besar dan tidak terlalu ramai sehingga Anda dapat fokus beribadah tanpa suara bising. Mereka menyediakan tempat parkir mobil yang luas di dalam dan luar masjid, juga ada beberapa pusat ATM.;Kota Batu;Jl. Gajah Mada No.10, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314;65314;https://lh5.googleusercontent.com/p/AF1QipMSt0z4xXo-Jeaflmq8ml6zThnGraTv2kWs_d6F=w408-h306-k-no;https://www.google.com/maps/place/Masjid+Agung+An+Nur/@-7.8736649,112.3661696,11.75z/data=!4m10!1m2!2m1!1smasjid!3m6!1s0x2e7881f643c528c7:0x8035507c4dcb5100!8m2!3d-7.8703304!4d112.5264238!15sCgZtYXNqaWRaCCIGbWFzamlkkgEGbW9zcXVl4AEA!16s%2Fg%2F11ghnyhxxf?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8736649;112,3661696;;;;;;;;;;;;;;;
176;Masjid Putih Daarusshalikhin;4,8;913;Wisata Religi (Tempat Ibadah);Masjid yang bagus dan bersih di kota Batu, Jawa Timur. Tempat yang nyaman untuk beribadah. Tempat parkirnya luas.;Kota Batu;Jl. Patimura No.47, Temas, Kec. Batu, Kota Batu, Jawa Timur 65315;65315;https://lh5.googleusercontent.com/p/AF1QipM8m9PPk7dd7wZl8bW7t1PAsIFEkdaCBAurZfPJ=w408-h544-k-no;https://www.google.com/maps/place/Masjid+Putih+Daarusshalikhin/@-7.8736649,112.3661696,11.75z/data=!4m10!1m2!2m1!1smasjid!3m6!1s0x2e7880d88c8f5b29:0x680e22ab894bba4c!8m2!3d-7.8839235!4d112.5398333!15sCgZtYXNqaWSSAQZtb3NxdWXgAQA!16s%2Fg%2F11b6v56_g6?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8736649;112,3661696;;;;;;;;;;;;;;;
177;Masjid Jami' Al-Hidayah;4,9;333;Wisata Religi (Tempat Ibadah);Tempat yang nyaman untuk beribadah. Bagian depannya mungkin tidak menarik, tetapi tampilan dalamnya mengesankan. Saya tidak pernah bosan menatap langit-langitnya. Tempatnya juga cukup bersih dan luas.;Kabupaten Malang;Agung Al Hidayah, Gg. Masjid Jl. Raya Karangan, Jakaan, Bonowarih, Karang Ploso, Malang Regency, East Java 65152;65152;https://lh5.googleusercontent.com/p/AF1QipPsUWaIfuYhHi_aPSASpDw6WH7iUZkvUQPuVlDy=w408-h544-k-no;https://www.google.com/maps/place/Masjid+Jami'+Al-Hidayah/@-7.8736649,112.3661696,11.75z/data=!4m10!1m2!2m1!1smasjid!3m6!1s0x2e78817b45ef4f51:0x8c32c8e286043e4d!8m2!3d-7.8763853!4d112.5772884!15sCgZtYXNqaWSSAQZtb3NxdWXgAQA!16s%2Fg%2F11h41pmq_x?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8736649;112,3661696;;;;;;;;;;;;;;;
178;Masjid Abu Dzar al-Ghifari ;4,8;879;Wisata Religi (Tempat Ibadah);Masjid ini sangat besar dan memiliki tempat yang luas bagi sebagian orang untuk beribadah. Masjid ini juga bersih dan memiliki fasilitas yang baik.;Kota Malang;Perumahan Griya Shanta, Jl. Candi Jolotundo I Blk. E No.219A, Mojolangu, Lowokwaru, Malang City, East Java 65142;65142;https://lh5.googleusercontent.com/p/AF1QipOyANdAiOTkQIBQCHAucsY_mOJ_y5OD4LK94IoV=w408-h306-k-no;https://www.google.com/maps/place/Abu+Dzar+al-Ghifari+Mosque/@-7.9391902,112.5097245,12.5z/data=!4m10!1m2!2m1!1smasjid!3m6!1s0x2dd629de1f44e915:0x8b691860f9947600!8m2!3d-7.9415507!4d112.6241883!15sCgZtYXNqaWSSAQZtb3NxdWXgAQA!16s%2Fg%2F11b75jlvt7?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9391902;112,5097245;;;;;;;;;;;;;;;
179;Masjid Al-Hikmah UM;4,8;2383;Wisata Religi (Tempat Ibadah);Salah satu masjid terbaik. Tempat parkirnya luas, banyak toilet, dan keran air untuk berwudhu. Pintu masuknya juga mudah diakses pengguna kursi roda.;Kota Malang;2JQ8+CJ3 Kompleks Masjid Al-Hikmah Universitas Negeri, Sumbersari, Lowokwaru, Malang City, East Java 65145;65145;https://lh5.googleusercontent.com/p/AF1QipNmlzQSSeFel7dSjTif4dhhThGh3dLe7KLdVwst=w408-h306-k-no;https://www.google.com/maps/place/Masjid+Al-Hikmah+UM/@-7.9393652,112.5484771,12.5z/data=!4m10!1m2!2m1!1smasjid!3m6!1s0x2e78827fcd68ff7f:0x277979f03050f57b!8m2!3d-7.9616428!4d112.6169829!15sCgZtYXNqaWSSAQZtb3NxdWXgAQA!16s%2Fg%2F1pzphwpls?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9393652;112,5484771;;;;;;;;;;;;;;;
180;Masjid Manarul Islam;4,9;1110;Wisata Religi (Tempat Ibadah);Tempat favorit untuk beribadah. Banyak kajian Islam yang diadakan di sini setelah magrib dan setelah subuh. Masjid ini selalu buka, sementara beberapa masjid ditutup setelah selesai salat bersama imam rawatib.;Kota Malang;2MG5+7V9, Jl. Danau Bratan Raya, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138;65138;https://lh5.googleusercontent.com/p/AF1QipNxZW4RRVQuNZ3fypGSbWsB74uy7tM1OMNUDV6H=w408-h306-k-no;https://www.google.com/maps/place/Manarul+Islam+Mosque/@-7.9405674,112.6035849,12.5z/data=!4m10!1m2!2m1!1smasjid!3m6!1s0x2dd6285ee4fcc80d:0xb96e9a3dd2a58d66!8m2!3d-7.9743284!4d112.6597463!15sCgZtYXNqaWSSAQZtb3NxdWXgAQA!16s%2Fg%2F1pzyfxg_6?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9405674;112,6035849;;;;;;;;;;;;;;;
181;Masjid Al Ikhlas;4,8;1491;Wisata Religi (Tempat Ibadah);Masjid dengan halaman yang luas, toilet bersih, dan tempat parkir sepeda motor yang cukup luas. Dapat menampung banyak jamaah saat sholat harian. Mereka juga melakukan khutbah harian setelah subuh selama hari kerja.;Kota Malang;2JC7+X5V, Jl. Raya Langsep, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65146;65146;https://lh5.googleusercontent.com/p/AF1QipPkDSuIXTKS4ikgoy8eBJ4ljIF83nl3bGpCwZx1=w408-h306-k-no;https://www.google.com/maps/place/Masjid+Al+Ikhlas/@-8.0119569,112.5198993,12.63z/data=!4m10!1m2!2m1!1smasjid!3m6!1s0x2e78829be3863dd7:0x8a92ab4b3bc35900!8m2!3d-7.977508!4d112.612932!15sCgZtYXNqaWSSAQZtb3NxdWXgAQA!16s%2Fg%2F11b75g0l0t?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,0119569;112,5198993;;;;;;;;;;;;;;;
182;Masjid Agung Baiturrahman Kepanjen;4,8;1573;Wisata Religi (Tempat Ibadah);Kedamaian adalah hal yang dapat Anda rasakan dari pintu masuk masjid. Masjid ini sangat luas. Area parkir yang luas, tempat wudhu dan toilet yang bersih. Anda dapat meminjam mukena di sini dan gratis.;Kabupaten Malang;Jl. Sultan Agung Depan Masjid Agung No.59, Kepanjen, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163;65163;https://lh5.googleusercontent.com/p/AF1QipO37tD8cFtV9j2aJzldfdgtJNuQ_omGud4gEIXU=w408-h306-k-no;https://www.google.com/maps/place/Mosque+Baiturrahman/@-8.1233864,112.4928632,12.63z/data=!4m10!1m2!2m1!1smasjid!3m6!1s0x2e789f00c6fdebc9:0x1acfd9f95bf7fd11!8m2!3d-8.132718!4d112.571027!15sCgZtYXNqaWSSAQZtb3NxdWXgAQA!16s%2Fg%2F11b6lkfth2?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,1233864;112,4928632;;;;;;;;;;;;;;;
183;Gereja Katolik Paroki St. Albertus de Trapani, Blimbing;4,9;623;Wisata Religi (Tempat Ibadah);Ini adalah tempat beribadah bagi umat Katolik di daerah Blimbing dan Arjosari, Kota Malang. Bentuk bangunannya tidak seperti kebanyakan gereja Katolik lainnya, meskipun tidak mengurangi kekhidmatan beribadah.;Kota Malang;Jl. Ahmad Yani No.22, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65126;65126;https://lh5.googleusercontent.com/p/AF1QipNQpn1PjackNqdSfjf_aZq2q1bk_p_m8aHoNhxx=w408-h544-k-no;https://www.google.com/maps/place/Gereja+Katolik+Paroki+St.+Albertus+de+Trapani,+Blimbing/@-7.9423081,112.61019,14z/data=!4m10!1m2!2m1!1skatedral!3m6!1s0x2dd629c0433c5ccb:0x75690d6c79ab08f0!8m2!3d-7.9423064!4d112.642214!15sCghrYXRlZHJhbFoKIghrYXRlZHJhbJIBD2NhdGhvbGljX2NodXJjaJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSVE9HUnRZWGxSUlJBQuABAPoBBAgyED4!16s%2Fg%2F1hc8l758b?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9423081;112,61019;;;;;;;;;;;;;;;
